kind,pref,name,area,lat,lon,mlat,mlon
fishing,宮城県,港,歌津町,38.74072,141.53592,38.74072,141.53592
fishing,宮城県,滝浜(唐桑)漁港,唐桑町,38.88265,141.6634,38.88265,141.6634
fishing,宮城県,滝浜(戸倉)漁港,志津川町,38.64284,141.49171,38.64284,141.49171
fishing,宮城県,熊沢漁港,雄勝町東部,38.50879,141.53483,38.50879,141.53483
fishing,宮城県,牧ノ浜漁港,石巻市東部,38.36622,141.4394,38.36622,141.4394
fishing,宮城県,狐崎漁港,石巻市東部,38.35181,141.41664,38.35181,141.41664
fishing,宮城県,田浦漁港,歌津町,38.73491,141.54749,38.73491,141.54749
fishing,宮城県,白浜漁港,北上町十三浜,38.58364,141.47763,38.58364,141.47763
fishing,宮城県,石巻漁港,石巻市,38.41112,141.33154,38.41112,141.33154
fishing,宮城県,石浜(唐桑)漁港,唐桑町,38.9107,141.6484,38.9107,141.6484
fishing,宮城県,石浜(歌津)漁港,歌津町,38.73078,141.56283,38.73078,141.56283
fishing,宮城県,磯崎漁港,松島町,38.37623,141.08174,38.37623,141.08174
fishing,宮城県,磯浜漁港,山元町,37.9029,140.93158,37.9029,140.93158
fishing,宮城県,磯草漁港,気仙沼地区,38.8696,141.6042,38.8696,141.6042
fishing,宮城県,神止浜漁港,唐桑町,38.8796,141.6473,38.8796,141.6473
fishing,宮城県,福貴浦漁港,石巻市東部,38.35252,141.44588,38.35252,141.44588
fishing,宮城県,稲淵漁港,歌津町,38.71044,141.54453,38.71044,141.54453
fishing,宮城県,竹ノ浜漁港,石巻市東部,38.36479,141.43211,38.36479,141.43211
fishing,宮城県,竹浦漁港,女川町,38.44222,141.48881,38.44222,141.48881
fishing,宮城県,笹浜漁港,唐桑町,38.88818,141.66291,38.88818,141.66291
fishing,宮城県,細浦漁港,志津川町,38.69378,141.50037,38.69378,141.50037
fishing,宮城県,給分漁港,表浜,38.32854,141.47234,38.32854,141.47234
fishing,宮城県,網地漁港,網地島,38.27491,141.46071,38.27491,141.46071
fishing,宮城県,羽坂漁港,雄勝町東部,38.49572,141.53445,38.49572,141.53445
fishing,宮城県,船越漁港,雄勝町東部,38.53496,141.50831,38.53496,141.50831
fishing,宮城県,荒浜漁港,亘理町,38.03647,140.92563,38.03647,140.92563
fishing,宮城県,荒漁港,雄勝町東部,38.53263,141.53269,38.53263,141.53269
fishing,宮城県,荒砥漁港,志津川町,38.67623,141.48838,38.63623,141.48838
fishing,宮城県,菖蒲田漁港,七ヶ浜町,38.28118,141.06244,38.28118,141.06244
fishing,宮城県,蔵内漁港,大谷本吉,38.75244,141.5301,38.75244,141.5301
fishing,宮城県,藤浜漁港,志津川町,38.63851,141.5051,38.63851,141.5051
fishing,宮城県,蛤浜漁港,石巻地区,38.40296,141.40933,38.40296,141.40933
fishing,宮城県,要害漁港,気仙沼地区,38.8471,141.6123,38.8471,141.6123
fishing,宮城県,谷川漁港,谷川,38.3677,141.49067,38.3677,141.49067
fishing,宮城県,赤牛漁港,大谷本吉,38.79655,141.53944,38.79655,141.53944
fishing,宮城県,載鈎漁港,唐桑町,38.94598,141.63896,38.94598,141.63896
fishing,宮城県,里浜漁港,宮戸西部,38.34197,141.14609,38.34197,141.14609
fishing,宮城県,野々浜漁港,女川町,38.39505,141.47054,38.39505,141.47054
fishing,宮城県,野蒜漁港,鳴瀬町,38.37797,141.17125,38.37797,141.17125
fishing,宮城県,野野島漁港,塩釜市浦戸,38.33734,141.10511,38.33734,141.10511
fishing,宮城県,金取漁港,唐桑町,38.92286,141.6453,38.92286,141.6453
fishing,宮城県,銭神漁港,松島町,38.37693,141.09797,38.37693,141.09797
fishing,宮城県,長崎漁港,気仙沼地区,38.85417,141.62574,38.85417,141.62574
fishing,宮城県,長浜漁港,唐桑町,38.86321,141.66202,38.86321,141.66202
fishing,宮城県,長清水漁港,志津川町,38.63768,141.51033,38.63768,141.51033
fishing,宮城県,長渡漁港,網地島,38.25919,141.49461,38.25919,141.49461
fishing,宮城県,長面漁港,河北町,38.56287,141.4751,38.56287,141.4751
fishing,宮城県,閖上漁港,閖上,38.17535,140.96558,38.17535,140.96558
fishing,宮城県,雄勝漁港,雄勝町雄勝湾,38.51728,141.46967,38.51728,141.46967
fishing,宮城県,韮浜漁港,歌津町,38.691,141.5062,38.691,141.5062
fishing,宮城県,須賀漁港,塩竈市 塩釜市第一,38.33964,141.04098,38.33964,141.04098
fishing,宮城県,飯子浜漁港,女川町,38.39901,141.48082,38.39901,141.48082
fishing,宮城県,館浜漁港,歌津町,38.71377,141.56218,38.71377,141.56218
fishing,宮城県,館浜漁港,歌津町,38.71018,141.53519,38.71018,141.53519
fishing,宮城県,館漁港,唐桑町,38.95125,141.6334,38.95125,141.6334
fishing,宮城県,馬場(唐桑)漁港,唐桑町,38.90293,141.65146,38.90293,141.65146
fishing,宮城県,駒形漁港,気仙沼地区,38.84079,141.6163,38.84079,141.6163
fishing,宮城県,高城漁港,松島町,38.37658,141.06931,38.37658,141.06931
fishing,宮城県,鮎川漁港,牡鹿,38.29455,141.50666,38.29455,141.50666
fishing,宮城県,鮪立漁港,唐桑町,38.88932,141.64091,38.88932,141.64091
fishing,宮城県,鮫ノ浦(大原)漁港,鮫浦,38.38215,141.48872,38.38215,141.48872
fishing,宮城県,鶴ヶ浦漁港,気仙沼地区,38.8825,141.61165,38.8825,141.61165
port,秋田県,戸賀港,秋田県,39.95575,139.70379,39.95575,139.70379
port,秋田県,本荘港,秋田県,39.38929,140.01175,39.38929,140.01175
port,秋田県,秋田港,秋田県,39.76228,140.0269,39.76228,140.0269
port,秋田県,能代港,秋田県,40.21058,139.98387,40.21058,139.98387
port,秋田県,船川港,秋田県,39.87207,139.86768,39.87207,139.86768
fishing,秋田県,五里合漁港,秋田県,39.98782,139.86795,39.98782,139.86795
fishing,秋田県,八森漁港,秋田県,40.36759,140.00127,40.36759,140.00127
fishing,秋田県,八郎湖漁港,秋田県,39.94831,140.05627,39.94831,140.05627
fishing,秋田県,加茂漁港,秋田県,39.9083,139.72957,39.9083,139.72957
fishing,秋田県,北浦漁港,秋田県,39.96256,139.79411,39.96256,139.79411
fishing,秋田県,小砂川漁港,秋田県,39.12799,139.86813,39.12799,139.86813
fishing,秋田県,岩館漁港,秋田県,40.39512,139.96134,40.39512,139.96134
fishing,秋田県,平沢漁港,秋田県,39.29948,139.95287,39.29948,139.95287
fishing,秋田県,本荘漁港,秋田県,39.38989,140.03538,39.38989,140.03538
fishing,秋田県,松ヶ崎漁港,秋田県,39.50554,140.04258,39.50554,140.04258
fishing,秋田県,椿(船川港)漁港,秋田県,39.85798,139.77778,39.85798,139.77778
fishing,秋田県,湯之尻漁港,秋田県,39.97795,139.76036,39.97795,139.76036
fishing,秋田県,潟上漁港,秋田県,39.88638,139.97282,39.88638,139.97282
fishing,秋田県,畠漁港,秋田県,40.00149,139.71136,40.00149,139.71136
fishing,秋田県,脇本漁港,秋田県,39.89751,139.89632,39.89751,139.89632
fishing,秋田県,船越漁港,秋田県,39.90276,139.95539,39.90276,139.95539
fishing,秋田県,若美漁港,秋田県,40.03001,139.91124,40.03001,139.91124
fishing,秋田県,西目漁港,秋田県,39.33988,139.99309,39.33988,139.99309
fishing,秋田県,象潟漁港,秋田県,39.21233,139.88492,39.21233,139.88492
fishing,秋田県,道川漁港,秋田県,39.54191,140.04882,39.54191,140.04882
fishing,秋田県,金浦漁港,秋田県,39.25355,139.90484,39.25355,139.90484
fishing,秋田県,門前漁港,秋田県,39.86283,139.75235,39.86283,139.75235
port,山形県,加茂港,山形県,38.76748,139.73052,38.76748,139.73052
port,山形県,酒田港,山形県,38.93565,139.80468,38.93565,139.80468
port,山形県,鼠ヶ関港,山形県,38.56074,139.54421,38.56074,139.54421
fishing,山形県,三瀬漁港,山形県,38.70633,139.66024,38.70633,139.66024
fishing,山形県,吹浦漁港,山形県,39.0679,139.8704,39.0679,139.8704
fishing,山形県,堅苔沢漁港,山形県,38.6865,139.62959,38.6865,139.62959
fishing,山形県,大岩川漁港,山形県,38.61102,139.57535,38.61102,139.57535
fishing,山形県,女鹿漁港,山形県,39.10465,139.87637,39.10465,139.87637
fishing,山形県,小岩川漁港,山形県,38.59025,139.56283,38.59025,139.56283
fishing,山形県,小波渡漁港,山形県,38.69206,139.64498,38.69206,139.64498
fishing,山形県,早田漁港,山形県,38.57423,139.55491,38.57423,139.55491
fishing,山形県,暮坪漁港,山形県,38.64526,139.5958,38.64526,139.5958
fishing,山形県,油戸漁港,山形県,38.74467,139.70834,38.74467,139.70834
fishing,山形県,温福漁港,山形県,38.63102,139.5887,38.63102,139.5887
fishing,山形県,由良漁港,山形県,38.71761,139.67886,38.71761,139.67886
fishing,山形県,米子漁港,山形県,38.6388,139.59317,38.6388,139.59317
fishing,山形県,鈴漁港,山形県,38.6615,139.60637,38.6615,139.60637
fishing,山形県,飛島漁港,山形県,39.187,139.54857,39.187,139.54857
port,福島県,中之作港,福島県,36.95738,140.95322,36.95738,140.95322
port,福島県,久之浜港,福島県,37.14898,141.00689,37.14898,141.00689
port,福島県,小名浜港,福島県,36.92067,140.89055,36.92067,140.89055
port,福島県,江名港,福島県,36.96519,140.96418,36.96519,140.96418
port,福島県,湖南港,福島県,37.41457,140.11819,37.41457,140.11819
port,福島県,相馬港,福島県,37.85805,140.96546,37.85805,140.96546
port,福島県,翁島港,福島県,37.52142,140.04779,37.52142,140.04779
fishing,福島県,久之浜漁港,いわき市,37.14791,141.00275,37.14791,141.00275
fishing,福島県,勿来漁港,いわき市,36.86412,140.79496,36.86412,140.79496
fishing,福島県,四倉漁港,いわき市,37.10839,140.9991,37.10839,140.9991
fishing,福島県,富岡漁港,相馬双葉,37.33885,141.02995,37.33885,141.02995
fishing,福島県,小浜漁港,いわき市,36.91035,140.83634,36.91035,140.83634
fishing,福島県,小良ヶ浜漁港,福島県,37.36358,141.03936,37.36358,141.03936
fishing,福島県,松川浦漁港,相馬双葉,37.82719,140.98616,37.82719,140.98616
fishing,福島県,渋佐漁港,福島県,37.63591,141.02549,37.63591,141.02549
fishing,福島県,熊町漁港,福島県,37.38329,141.03829,37.38329,141.03829
fishing,福島県,真野川漁港,相馬双葉,37.68796,141.01477,37.68796,141.01477
fishing,福島県,請戸漁港,相馬双葉,37.48378,141.04319,37.48378,141.04319
fishing,福島県,豊間漁港,いわき市,36.99344,140.9807,36.99344,140.9807
fishing,福島県,釣師浜漁港,相馬双葉,37.87237,140.93976,37.87237,140.93976
port,茨城県,土浦港,茨城県,36.07987,140.21992,36.07987,140.21992
port,茨城県,川尻港,茨城県,36.64853,140.70075,36.64853,140.70075
port,茨城県,河原子港,茨城県,36.54336,140.64765,36.54336,140.64765
port,茨城県,潮来港,茨城県,35.93552,140.546,35.89552,140.546
port,茨城県,茨城港,茨城県,36.41722,140.62972,36.41722,140.62972
port,茨城県,軽野港,茨城県,35.86169,140.67058,35.86169,140.67058
port,茨城県,鹿島港,茨城県,35.94682,140.71467,35.94682,140.71467
fishing,茨城県,久慈漁港,久慈町 久慈浜丸小,28.22939,129.25261,28.22939,129.25261
fishing,茨城県,久慈漁港,瀬戸内,36.49834,140.63143,36.49834,140.63143
fishing,茨城県,五町田漁港,麻生町,36.0521,140.4378,36.0521,140.5178
fishing,茨城県,会瀬漁港,会瀬,36.57951,140.66376,36.57951,140.66376
fishing,茨城県,大津漁港,大津,36.82601,140.79207,36.82601,140.79207
fishing,茨城県,太田漁港,常陸川,35.81881,140.7364,35.81881,140.7364
fishing,茨城県,安中漁港,美浦村安中,36.07988,140.2756,36.07988,140.2756
fishing,茨城県,小高漁港,麻生町,36.0671,140.38975,36.0671,140.50975
fishing,茨城県,平潟漁港,平潟,36.85078,140.80114,36.85078,140.80114
fishing,茨城県,広浦漁港,大涸沼,36.2668,140.54168,36.2668,140.54168
fishing,茨城県,志戸崎漁港,霞ヶ浦町,36.00878,140.47197,36.00878,140.51197
fishing,茨城県,手賀漁港,玉造,36.036,140.4778,36.036,140.5178
fishing,茨城県,日高漁港,川尻,36.61716,140.6863,36.61716,140.6863
fishing,茨城県,木原漁港,美浦村,36.0396,140.28615,36.0396,140.28615
fishing,茨城県,松川漁港,大涸沼,36.27375,140.52612,36.27375,140.52612
fishing,茨城県,水木漁港,久慈浜丸小,36.51516,140.63634,36.51516,140.63634
fishing,茨城県,沖宿漁港,土浦第一,36.01211,140.34476,36.01211,140.34476
fishing,茨城県,波崎漁港,波崎 波崎共栄,35.75291,140.84295,35.75291,140.84295
fishing,茨城県,牛渡漁港,霞ヶ浦町,36.06099,140.3367,36.06099,140.3367
fishing,茨城県,白浜漁港,きたうら広域,36.06072,140.53169,36.06072,140.53169
fishing,茨城県,磯崎漁港,磯崎,36.38445,140.62854,36.38445,140.62854
fishing,茨城県,磯浜漁港,大洗町,36.29993,140.59229,36.29993,140.59229
fishing,茨城県,荒宿漁港,玉造,36.0496,140.44447,36.0496,140.52447
fishing,茨城県,那珂湊漁港,那珂湊,36.33777,140.5996,36.33777,140.5996
fishing,茨城県,麻生漁港,麻生町,35.99433,140.47253,36.03433,140.51253
port,千葉県,上総湊港,千葉県,35.22297,139.86137,35.22297,139.86137
port,千葉県,千葉港,千葉県,35.57307,140.00355,35.57307,140.00355
port,千葉県,名洗港,千葉県,35.70236,140.83317,35.70236,140.83317
port,千葉県,木更津港,千葉県,35.38509,139.82814,35.38509,139.82814
port,千葉県,浜金谷港,千葉県,35.17198,139.81208,35.17198,139.81208
port,千葉県,興津港,千葉県,35.1294,140.25276,35.1294,140.25276
port,千葉県,館山港,千葉県,34.99771,139.84157,34.99771,139.84157
fishing,千葉県,七浦漁港,房州ちくら,34.93194,139.954,34.93194,139.954
fishing,千葉県,下原漁港,西岬,34.97856,139.8111,34.97856,139.8111
fishing,千葉県,串浜漁港,新勝浦市,35.14942,140.29674,35.14942,140.29674
fishing,千葉県,乙浜漁港,白浜町,34.91083,139.92567,34.91083,139.92567
fishing,千葉県,伊戸漁港,西岬,34.95499,139.77179,34.95499,139.77179
fishing,千葉県,佐貫漁港,大佐和,35.251,139.86547,35.251,139.86547
fishing,千葉県,保田漁港,鋸南町保田,35.12997,139.83761,35.12997,139.83761
fishing,千葉県,勝山漁港,鋸南町勝山,35.11053,139.82678,35.11053,139.82678
fishing,千葉県,勝浦東部漁港,新勝浦市,35.15526,140.33063,35.15526,140.33063
fishing,千葉県,勝浦漁港,勝浦,35.14554,140.31224,35.14554,140.31224
fishing,千葉県,千倉漁港,房州ちくら,34.95694,139.964,34.95694,139.964
fishing,千葉県,南無谷漁港,富浦町,35.06746,139.82108,35.06746,139.82108
fishing,千葉県,名倉漁港,白浜町,34.90639,139.90817,34.90639,139.90817
fishing,千葉県,和田漁港,和田町,35.0361,140.01371,35.0361,140.01371
fishing,千葉県,坂田漁港,西岬,34.97637,139.77457,34.97637,139.77457
fishing,千葉県,外川漁港,銚子市,35.69632,140.8514,35.69632,140.8514
fishing,千葉県,多田良漁港,富浦町,35.03276,139.82845,35.03276,139.82845
fishing,千葉県,大原漁港,夷隅東部,35.25442,140.4034,35.25442,140.4034
fishing,千葉県,大川漁港,房州ちくら,34.92805,139.94817,34.92805,139.94817
fishing,千葉県,大沢漁港,新勝浦市,35.11637,140.22036,35.11637,140.22036
fishing,千葉県,大貫漁港,大佐和,35.27745,139.85094,35.27745,139.85094
fishing,千葉県,天津漁港,天津小湊町,35.12248,140.15981,35.12248,140.15981
fishing,千葉県,天面漁港,鴨川市,35.06915,140.08343,35.06915,140.08343
fishing,千葉県,太夫崎漁港,鴨川市,35.06272,140.07915,35.06272,140.07915
fishing,千葉県,太東漁港,夷隅東部,35.32885,140.40228,35.32885,140.40228
fishing,千葉県,守谷漁港,新勝浦市,35.13665,140.25675,35.13665,140.25675
fishing,千葉県,富崎漁港,館山市布良 館山市相浜,34.92182,139.82348,34.92182,139.82348
fishing,千葉県,富津漁港,富津 富津市下州 新富津,35.31961,139.81165,35.31961,139.81165
fishing,千葉県,富浦漁港,富浦町,35.03887,139.82207,35.03887,139.82207
fishing,千葉県,小浦漁港,富山町,35.07906,139.83674,35.07906,139.83674
fishing,千葉県,小湊漁港,天津小湊町,35.12026,140.1962,35.12026,140.1962
fishing,千葉県,小糸川漁港,富津 新富津,35.34772,139.85566,35.34772,139.85566
fishing,千葉県,岩井袋漁港,鋸南町勝山,35.10164,139.82873,35.10164,139.82873
fishing,千葉県,岩和田漁港,御宿岩和田,35.1797,140.36618,35.1797,140.36618
fishing,千葉県,岩船漁港,夷隅東部,35.20859,140.39256,35.20859,140.39256
fishing,千葉県,川下漁港,白浜町,34.90361,139.87096,34.90361,139.87096
fishing,千葉県,川口漁港,房州ちくら,34.93833,139.96039,34.93833,139.96039
fishing,千葉県,川名漁港,西岬,34.96124,139.75737,34.96124,139.75737
fishing,千葉県,市川漁港,市川市行徳 南行徳,35.66686,139.93481,35.66686,139.93481
fishing,千葉県,平磯漁港,房州ちくら,34.93611,139.95761,34.93611,139.95761
fishing,千葉県,御宿漁港,御宿岩和田,35.1778,140.34868,35.1778,140.34868
fishing,千葉県,忽戸漁港,房州ちくら,34.9461,139.964,34.9461,139.964
fishing,千葉県,松部漁港,新勝浦市,35.14181,140.29126,35.14181,140.29126
fishing,千葉県,栄の浦漁港,西岬,34.97582,139.76068,34.97582,139.76068
fishing,千葉県,栗山川漁港,横芝町 蓮沼村,35.64196,140.58195,35.64196,140.58195
fishing,千葉県,江見漁港,鴨川市,35.05877,140.06208,35.05877,140.06208
fishing,千葉県,波左間漁港,波左間,34.97415,139.7829,34.97415,139.7829
fishing,千葉県,洲崎漁港,西岬,34.96943,139.75485,34.96943,139.75485
fishing,千葉県,浜波太漁港,鴨川市,35.0772,140.10176,35.0772,140.10176
fishing,千葉県,浜荻漁港,天津小湊町,35.11879,140.14242,35.11879,140.14242
fishing,千葉県,浜行川漁港,新勝浦市,35.12156,140.23518,35.12156,140.23518
fishing,千葉県,浦安漁港,富津,35.65186,139.90203,35.65186,139.90203
fishing,千葉県,片貝漁港,九十九里町,35.53546,140.46534,35.53546,140.46534
fishing,千葉県,牛込漁港,牛込,35.44327,139.93954,35.44327,139.93954
fishing,千葉県,白子漁港,房州ちくら,34.98527,139.97094,34.98527,139.97094
fishing,千葉県,白浜西部漁港,白浜町,34.90361,139.84179,34.90361,139.84179
fishing,千葉県,白間津漁港,房州ちくら,34.92416,139.9415,34.92416,139.9415
fishing,千葉県,竹岡漁港,天羽,35.20946,139.83985,35.20946,139.83985
fishing,千葉県,船形漁港,館山船形,35.0247,139.84679,35.0247,139.84679
fishing,千葉県,萩生漁港,天羽,35.19885,139.82734,35.19885,139.82734
fishing,千葉県,見物漁港,西岬,34.97415,139.79318,34.97415,139.79318
fishing,千葉県,野島漁港,白浜町,34.90555,139.89373,34.90555,139.89373
fishing,千葉県,金田漁港,金田,35.42883,139.90288,35.42883,139.90288
fishing,千葉県,金谷漁港,天羽,35.16358,139.82067,35.16358,139.82067
fishing,千葉県,銚子漁港,銚子市,35.74298,140.86362,35.74298,140.86362
fishing,千葉県,飯岡漁港,海匝,35.69188,140.73224,35.69188,140.73224
fishing,千葉県,高崎漁港,富山町,35.08407,139.84028,35.08407,139.84028
fishing,千葉県,鴨川漁港,鴨川市,35.09498,140.1062,35.09498,140.1062
fishing,千葉県,鵜原漁港,新勝浦市,35.13364,140.28421,35.13364,140.28421
facility,千葉県,富津公園(富津岬),,35.31,139.83,35.31,139.83
port,東京都,三池港,東京都,34.08302,139.5633,34.08302,139.5633
port,東京都,二見港,東京都,27.08299,142.19535,27.08299,142.19535
port,東京都,元町港,東京都,34.75157,139.34779,34.75157,139.34779
port,東京都,八重根港,東京都,33.09569,139.76884,33.09569,139.76884
port,東京都,利島港,東京都,34.53515,139.28152,34.53515,139.28152
port,東京都,大久保港,東京都,34.12293,139.51397,34.12293,139.51397
port,東京都,大千代港,東京都,32.45757,139.7808,32.45757,139.7808
port,東京都,岡田港,東京都,34.79266,139.38732,34.79266,139.38732
port,東京都,式根島港,東京都,34.31707,139.22185,34.31707,139.22185
port,東京都,御蔵島港,東京都,33.89805,139.58855,33.89805,139.58855
port,東京都,新島港,東京都,34.37452,139.24625,34.37452,139.24625
port,東京都,東京港,東京都,35.57386,139.80492,35.57386,139.80492
port,東京都,沖港,東京都,26.6375,142.16,26.6375,142.16
port,東京都,波浮港,東京都,34.68294,139.4424,34.68294,139.4424
port,東京都,神津島港,東京都,34.20617,139.12748,34.20617,139.12748
port,東京都,神湊港,東京都,33.12383,139.81888,33.12383,139.81888
port,東京都,青ヶ島港,東京都,32.44588,139.75946,32.44588,139.75946
fishing,東京都,ナツマド漁港,八丈島,33.14463,139.73881,33.14463,139.73881
fishing,東京都,三浦漁港,神津島,34.20061,139.15493,34.20061,139.15493
fishing,東京都,中之郷漁港,八丈島,33.05881,139.81492,33.05881,139.81492
fishing,東京都,二見漁港,小笠原島,27.09392,142.20304,27.09392,142.20304
fishing,東京都,伊ヶ谷漁港,三宅島,34.10417,139.49282,34.10417,139.49282
fishing,東京都,元町漁港,元町,34.7475,139.35267,34.7475,139.35267
fishing,東京都,八重根漁港,八丈島,33.09852,139.77607,33.09852,139.77607
fishing,東京都,出鼻漁港,八丈島,33.15792,139.75162,33.15792,139.75162
fishing,東京都,坪田漁港,三宅島,34.0567,139.54446,34.0567,139.54446
fishing,東京都,大久保漁港,三宅島,34.12262,139.50777,34.12262,139.50777
fishing,東京都,宇津木漁港,東京都,33.13467,139.67897,33.13467,139.67897
fishing,東京都,小浜漁港,にいじま,34.3306,139.2227,34.3306,139.2227
fishing,東京都,岡田漁港,伊豆大島,34.79052,139.3862,34.79052,139.3862
fishing,東京都,差木地漁港,伊豆大島,34.6814,139.41295,34.6814,139.41295
fishing,東京都,母島漁港,小笠原母島,26.64035,142.15855,26.64035,142.15855
fishing,東京都,泉津漁港,伊豆大島,34.78416,139.41461,34.78416,139.41461
fishing,東京都,洞輪沢漁港,八丈島,33.0752,139.83991,33.0752,139.83991
fishing,東京都,湯の浜漁港,三宅島,34.12452,139.53212,34.12452,139.53212
fishing,東京都,神湊漁港,八丈島,33.13047,139.80575,33.13047,139.80575
fishing,東京都,羽伏漁港,にいじま,34.39615,139.28269,34.39615,139.28269
fishing,東京都,若郷漁港,にいじま,34.41615,139.27519,34.41615,139.27519
fishing,東京都,野伏漁港,にいじま,34.33365,139.2152,34.33365,139.2152
fishing,東京都,野増漁港,伊豆大島,34.73139,139.35351,34.73139,139.35351
fishing,東京都,阿古漁港,三宅島,34.06931,139.47885,34.06931,139.47885
fishing,東京都,鳥打漁港,東京都,33.11713,139.70195,33.11713,139.70195
facility,東京都,城南島海浜公園,,35.585,139.7745,35.585,139.7745
facility,東京都,若洲海浜公園(釣り施設),,35.6205,139.8365,35.6205,139.8365
facility,東京都,葛西臨海公園,,35.6415,139.859,35.6415,139.859
port,神奈川県,大磯港,神奈川県,35.30528,139.32041,35.30528,139.32041
port,神奈川県,川崎港,川崎市,35.4871,139.77427,35.4871,139.77427
port,神奈川県,横浜港,横浜市,35.41591,139.69346,35.41591,139.69346
port,神奈川県,横須賀港,横須賀市,35.28643,139.70444,35.28643,139.70444
port,神奈川県,湘南港,神奈川県,35.3001,139.48754,35.3001,139.48754
port,神奈川県,真鶴港,神奈川県,35.14948,139.15006,35.14948,139.15006
port,神奈川県,葉山港,神奈川県,35.28276,139.56588,35.28276,139.56588
fishing,神奈川県,三崎漁港,みうら 城ヶ島 諸磯,35.13857,139.6193,35.13857,139.6193
fishing,神奈川県,久留和漁港,横須賀市大楠,35.24578,139.59152,35.24578,139.59152
fishing,神奈川県,二宮漁港,二宮町,35.29188,139.24849,35.29188,139.24849
fishing,神奈川県,佐島漁港,横須賀市大楠,35.22301,139.60596,35.22301,139.60596
fishing,神奈川県,初声漁港,初声,35.17218,139.61847,35.17218,139.61847
fishing,神奈川県,北下浦漁港,横須賀市東部 上宮田,35.19912,139.67509,35.19912,139.67509
fishing,神奈川県,吉浜漁港,吉浜,35.14941,139.12572,35.14941,139.12572
fishing,神奈川県,小坪漁港,小坪,35.2955,139.55652,35.2955,139.55652
fishing,神奈川県,小田原漁港,小田原市,35.23966,139.14739,35.23966,139.14739
fishing,神奈川県,岩漁港,岩,35.16234,139.14219,35.16234,139.14219
fishing,神奈川県,平塚漁港,平塚市,35.31383,139.36515,35.31383,139.36515
fishing,神奈川県,柴漁港,横浜市,35.34355,139.63985,35.34355,139.63985
fishing,神奈川県,毘沙門漁港,みうら,35.14052,139.65069,35.14052,139.65069
fishing,神奈川県,江之浦漁港,小田原市,35.19189,139.13823,35.19189,139.13823
fishing,神奈川県,片瀬漁港,江の島片瀬 藤沢市,35.30276,139.4785,35.30276,139.4785
fishing,神奈川県,真名瀬漁港,葉山町,35.26911,139.56902,35.26911,139.56902
fishing,神奈川県,石橋漁港,小田原市,35.22584,139.14222,35.22584,139.14222
fishing,神奈川県,福浦漁港,福浦,35.15023,139.13184,35.15023,139.13184
fishing,神奈川県,秋谷漁港,横須賀市大楠,35.23523,139.5993,35.23523,139.5993
fishing,神奈川県,米神漁港,小田原市,35.2155,139.14211,35.2155,139.14211
fishing,神奈川県,腰越漁港,腰越,35.30689,139.49208,35.30689,139.49208
fishing,神奈川県,茅ヶ崎漁港,茅ヶ崎市,35.31549,139.39765,35.31549,139.39765
fishing,神奈川県,金沢漁港,横浜市,35.33355,139.63623,35.33355,139.63623
fishing,神奈川県,金田漁港,みうら,35.15941,139.66513,35.15941,139.66513
fishing,神奈川県,長井漁港,長井町,35.20718,139.60958,35.20718,139.60958
fishing,神奈川県,間口漁港,みうら,35.14469,139.67707,35.14469,139.67707
facility,神奈川県,大黒海づり施設,,35.4655,139.6825,35.4655,139.6825
facility,神奈川県,本牧海づり施設,,35.42,139.678,35.42,139.678
facility,神奈川県,横須賀うみかぜ公園,,35.286,139.669,35.286,139.669
facility,神奈川県,磯子海づり施設,,35.383,139.638,35.383,139.638
facility,神奈川県,福浦岸壁釣り施設,,35.33,139.634,35.33,139.634
port,新潟県,両津港,新潟県,38.08934,138.45762,38.08934,138.45762
port,新潟県,二見港,新潟県,37.97115,138.26703,37.97115,138.26703
port,新潟県,姫川港,新潟県,37.04802,137.84594,37.04802,137.84594
port,新潟県,寺泊港,新潟県,37.6442,138.75765,37.6442,138.75765
port,新潟県,小木港,新潟県,37.8149,138.29095,37.8149,138.29095
port,新潟県,岩船港,新潟県,38.19964,139.42348,38.19964,139.42348
port,新潟県,新潟港,新潟県,37.99014,139.15276,37.99014,139.15276
port,新潟県,柏崎港,新潟県,37.37273,138.52986,37.37273,138.52986
port,新潟県,直江津港,新潟県,37.20231,138.2541,37.20231,138.2541
port,新潟県,赤泊港,新潟県,37.86771,138.41171,37.86771,138.41171
fishing,新潟県,上浦漁港,大分県,37.8342,138.36427,37.8342,138.36427
fishing,新潟県,上越市大潟漁港,才浜,37.23648,138.33036,37.23648,138.33036
fishing,新潟県,上越市柿崎漁港,柿崎町,37.2708,138.3746,37.2708,138.3746
fishing,新潟県,両津漁港,佐渡 加茂湖,38.08987,138.43569,38.08987,138.43569
fishing,新潟県,中浜漁港,山北町,38.55249,139.54739,38.55249,139.54739
fishing,新潟県,亀脇漁港,佐渡,37.87404,138.28416,37.87404,138.28416
fishing,新潟県,入桑漁港,佐渡,38.07787,138.53424,38.07787,138.53424
fishing,新潟県,内岬漁港,佐渡,37.81637,138.21528,37.81637,138.21528
fishing,新潟県,出雲崎漁港,出雲崎,37.54539,138.68572,37.54539,138.68572
fishing,新潟県,北小浦漁港,内海府,38.27507,138.509,38.27507,138.509
fishing,新潟県,北狄漁港,佐渡,38.09413,138.25459,38.09413,138.25459
fishing,新潟県,北狄漁港,佐渡,38.11952,138.27235,38.11952,138.27235
